DATE,TIME,q1s,q1t,q2s,q2t,q3s,q3t,q4s,q4t
2016/12/21,2:30,-0.001024675,-0.6,-0.000414502,0.3,-0.000653800,-1.9,-0.000599620,-4.3
2016/12/21,3:00,-0.000261975,-0.6,-0.000354894,0.7,-0.000682979,-1.8,-0.000494748,-5.7
2016/12/21,3:30,-0.000693379,-0.7,-0.000533711,0.9,-0.000463779,-2.0,-0.002281242,-5.1
2016/12/21,4:00,-0.001007661,-0.4,-0.000886027,0.8,-0.000863144,-1.9,-0.000222582,-5.1
2016/12/21,4:30,-0.000577797,-0.3,-0.000317468,0.2,-0.001069615,-1.9,-0.000262477,-5.1
2016/12/21,5:00,-0.000212319,-0.6,-0.000281628,0.1,-0.001014431,-2.0,-0.002918544,-4.2
2016/12/21,5:30,-0.000751745,-0.8,-0.000329952,-0.1,-0.000742316,-2.1,-0.000370152,-2.8
2016/12/21,6:00,-0.000834021,-0.8,-0.000282670,-0.5,-0.000548018,-2.2,-0.001437739,-3.0
2016/12/21,6:30,-0.000021723,-1.0,-0.000022723,-0.6,0.000559019,-2.2,0.000125543,-3.0
2016/12/21,7:00,0.007192679,-0.9,0.002638277,-0.6,0.010944351,-2.2,0.004386919,-3.2
2016/12/21,7:30,0.034953009,-0.5,0.022844878,-0.4,0.033068809,-2.1,0.015856087,-3.5
2016/12/21,8:00,0.079985083,0.1,0.079317783,0.0,0.073771435,-1.5,0.023572044,-3.0
2016/12/21,8:30,0.120970664,0.8,0.108827783,1.2,0.175784650,-0.8,0.040422830,-2.6
2016/12/21,9:00,0.195327253,1.1,0.139864077,2.5,0.219027037,-0.1,0.104029351,-1.9
2016/12/21,9:30,0.210719076,1.0,0.076164802,2.8,0.293665226,0.7,0.306177729,-0.1
2016/12/21,10:00,0.238192414,1.3,0.130459811,2.2,0.281804578,1.1,0.337123212,1.2
2016/12/21,10:30,0.165013273,1.9,0.227336253,2.3,0.338621513,2.0,0.346722353,2.0
2016/12/21,11:00,0.062538615,1.6,0.237865653,3.2,0.347786447,2.9,0.353709453,2.7
2016/12/21,11:30,0.077292365,1.0,0.147783991,3.7,0.341876598,3.8,0.334948518,3.0
2016/12/21,12:00,0.108685307,1.7,0.160749197,4.1,0.321372107,4.1,0.326226945,3.3
2016/12/21,12:30,0.099798294,2.3,0.187708429,4.5,0.305366666,4.2,0.257403359,3.0
2016/12/21,13:00,0.095637316,2.6,0.248675722,5.3,0.182318063,4.4,0.206888035,2.8
2016/12/21,13:30,0.069511904,3.4,0.163650906,3.4,0.128385141,3.4,0.146063521,2.3
2016/12/21,14:00,0.060791302,3.4,0.148427348,3.3,0.113474321,2.7,0.081274874,1.8
2016/12/21,14:30,0.050449740,3.2,0.083547890,3.1,0.060463175,2.1,0.069993210,1.8
2016/12/21,15:00,0.021017128,3.1,0.049910028,2.8,0.019262356,1.8,0.013458368,1.5
2016/12/21,15:30,0.005980265,2.8,0.015053418,2.6,0.003001428,1.4,0.003425981,1.1
2016/12/21,16:00,-0.000248729,2.7,0.000264759,2.3,-0.000700634,1.2,-0.000670361,0.7
2016/12/21,16:30,-0.000404230,2.5,-0.000482398,2.0,-0.000538167,0.5,-0.001936176,0.9
2016/12/21,17:00,-0.000948673,2.4,-0.000382018,1.8,-0.001596029,-0.1,-0.001956013,0.9
2016/12/21,17:30,-0.000397143,2.1,-0.000910389,1.1,-0.001238778,-0.7,-0.001772482,0.8
2016/12/21,18:00,0.000060157,1.7,-0.000319730,0.8,-0.001104842,-0.9,0.000427904,-0.7
2016/12/21,18:30,-0.000882576,1.5,-0.000410615,0.7,-0.000985661,-1.1,-0.001146031,-1.2
2016/12/21,19:00,-0.000070670,1.4,-0.000361794,0.7,-0.002327471,-0.9,-0.000990176,-2.0
2016/12/21,19:30,-0.000919593,1.5,-0.000511951,1.2,-0.002246965,0.7,-0.001783303,-2.0
2016/12/21,20:00,-0.000806693,1.3,-0.000664659,1.3,-0.001588898,1.5,-0.000402746,-3.3
2016/12/21,20:30,-0.000798952,1.4,-0.000747399,0.9,0.000332621,1.0,-0.001464797,-3.2
2016/12/21,21:00,-0.000730834,1.4,-0.000931499,0.3,-0.000094401,0.2,-0.001092666,-4.0
2016/12/21,21:30,-0.000805953,1.3,-0.001216399,0.2,-0.000659648,-0.2,-0.001578309,-4.0
2016/12/21,22:00,-0.000746464,1.3,-0.001088494,-0.3,-0.000415662,-0.5,-0.000204041,-4.5
2016/12/21,22:30,-0.000925741,1.3,-0.001275852,-0.5,-0.000786356,-0.6,-0.001843719,-4.6
2016/12/21,23:00,-0.000783130,1.2,-0.001193378,-0.5,-0.000700982,-0.8,-0.001359849,-4.2
2016/12/21,23:30,-0.000440321,1.2,-0.001015397,-1.2,-0.000913817,-0.9,-0.001016854,-4.4
2016/12/22,0:00,-0.000511127,0.8,-0.000916768,-1.7,-0.000631315,-0.8,-0.001784447,-4.7
2016/12/22,0:30,-0.000812223,0.4,-0.000960253,-2.0,-0.000675707,-1.0,-0.001099473,-4.2
2016/12/22,1:00,-0.000690039,0.5,-0.001302372,-2.4,-0.000751166,-1.0,-0.002952350,-3.4
2016/12/22,1:30,-0.000207478,0.3,-0.001155562,-2.6,-0.001027298,-0.9,-0.001337785,-2.8
2016/12/22,2:00,-0.000979180,-0.1,-0.001077770,-2.5,-0.000839926,-1.0,0.000261930,-4.0
2016/12/22,2:30,-0.000890517,-0.5,-0.001083747,-2.5,-0.000567043,-1.0,-0.000752254,-5.0
2016/12/22,3:00,-0.001085072,-0.7,-0.001374314,-1.7,-0.000780035,-0.9,-0.003186731,-4.0
2016/12/22,3:30,-0.000637517,-0.9,-0.001047643,-1.6,-0.000564035,-1.0,0.000236346,-4.2
2016/12/22,4:00,-0.000315662,-1.4,-0.000997039,-1.4,-0.000510670,-1.1,-0.000469045,-5.5
2016/12/22,4:30,-0.000236296,-1.9,-0.001335261,-0.7,0.000882386,-2.1,-0.000409753,-6.2
2016/12/22,5:00,-0.000691444,-2.4,-0.002519890,-0.2,-0.000490618,-2.7,0.000041193,-6.8
2016/12/22,5:30,-0.000664637,-2.5,-0.001999987,-0.2,-0.001046811,-2.6,-0.001702092,-7.0
2016/12/22,6:00,-0.001080054,-2.7,-0.001170933,-0.6,-0.001512254,-1.5,-0.001631585,-6.2
2016/12/22,6:30,-0.001466837,-2.6,-0.000590852,-0.7,-0.000459998,-1.4,0.000360839,-6.2
2016/12/22,7:00,0.003300080,-2.4,0.003090727,-0.6,0.007997493,-1.5,0.010395873,-6.1
2016/12/22,7:30,0.014478222,-1.9,0.011006367,-0.4,0.018930483,-1.5,0.023546564,-4.5
2016/12/22,8:00,0.024471689,-1.4,0.020502344,-0.6,0.025640780,-1.5,0.038945970,-4.3
2016/12/22,8:30,0.034078347,-1.1,0.023902822,-0.7,0.038080590,-1.4,0.047237201,-2.9
2016/12/22,9:00,0.045870986,-1.0,0.021915436,-0.3,0.050416991,-1.3,0.048202502,-2.5
2016/12/22,9:30,0.054125370,-1.1,0.018628935,0.1,0.057117763,-1.0,0.054524618,-1.8
2016/12/22,10:00,0.049431034,-1.2,0.026265315,0.0,0.063420817,-1.0,0.060715409,-1.4
2016/12/22,10:30,0.041051940,-1.3,0.035215526,0.0,0.076078594,-1.0,0.058792322,-1.3
2016/12/22,11:00,0.032709967,-1.5,0.031538132,-0.4,0.079422136,-1.1,0.069513089,-1.0
2016/12/22,11:30,0.053018126,-1.9,0.018846631,-0.8,0.056901637,-1.3,0.081786997,-0.3
2016/12/22,12:00,0.040245484,-2.0,0.017761000,-0.9,0.048942409,-2.0,0.057573491,-0.2
2016/12/22,12:30,0.028532806,-1.7,0.011710784,-1.0,0.051577167,-2.7,0.046400061,-0.2
2016/12/22,13:00,0.027352296,-1.5,0.008380971,-1.0,0.041483334,-2.7,0.036304749,-1.0
2016/12/22,13:30,0.023252558,-1.2,0.004531109,-0.9,0.025336781,-2.6,0.021884309,-1.5
2016/12/22,14:00,0.021149258,-1.1,0.003048904,-0.9,0.019518910,-2.8,0.013834371,-1.7
2016/12/22,14:30,0.018194066,-0.9,0.002356707,-0.8,0.013575330,-2.9,0.008197330,-1.9
2016/12/22,15:00,0.007878410,-0.9,0.001058076,-0.8,0.006999444,-2.9,0.003704731,-2.0
2016/12/22,15:30,0.002196789,-0.8,0.000635565,-0.9,0.001393641,-3.0,0.000194462,-2.0
2016/12/22,16:00,0.000079017,-0.8,-0.000046475,-0.7,-0.000404139,-2.9,-0.000629262,-2.0
2016/12/22,16:30,-0.000632973,-0.8,-0.000084850,-0.6,-0.000743994,-2.9,-0.000867766,-2.0
2016/12/22,17:00,-0.000004619,-0.8,0.000075811,-0.7,-0.000594108,-2.8,-0.001146075,-2.0
2016/12/22,17:30,0.000284097,-0.9,0.000409197,-0.9,-0.000709353,-2.8,-0.000975972,-1.9
2016/12/22,18:00,0.000054377,-1.1,0.000500555,-1.0,-0.001205216,-2.7,-0.000806103,-1.9
2016/12/22,18:30,-0.000285467,-1.1,0.000447895,-1.1,-0.000694077,-2.6,-0.001053825,-1.9
2016/12/22,19:00,0.000335350,-1.2,0.000146347,-1.0,-0.000974311,-2.6,-0.001032241,-1.9
2016/12/22,19:30,-0.000359184,-1.3,-0.000059493,-1.0,-0.000343541,-2.5,-0.000862512,-1.9
2016/12/22,20:00,-0.000774534,-1.3,-0.000189811,-0.9,-0.000166928,-2.6,-0.001004205,-1.9
2016/12/22,20:30,-0.000464897,-1.2,-0.000265155,-0.7,-0.001166264,-2.6,-0.000988722,-1.8
2016/12/22,21:00,-0.000588464,-1.2,-0.000149314,-0.6,-0.000723652,-2.5,-0.001653678,-1.7
2016/12/22,21:30,-0.000155698,-1.2,-0.000001674,-0.7,-0.000516983,-2.4,-0.001238042,-1.5
2016/12/22,22:00,0.000091650,-1.2,0.000108163,-0.8,-0.000400700,-2.5,-0.000757969,-1.5
2016/12/22,22:30,-0.000420053,-1.2,0.000259002,-1.0,-0.000486294,-2.6,-0.001036810,-1.4
2016/12/22,23:00,-0.000133697,-1.2,0.000049312,-0.8,-0.000543815,-2.5,-0.001205810,-1.3
2016/12/22,23:30,-0.000142535,-1.1,-0.000139071,-0.6,-0.000152594,-2.5,-0.001067098,-1.2
2016/12/23,0:00,-0.000114366,-1.0,-0.000052989,-0.4,-0.000477564,-2.4,-0.001206673,-1.1
2016/12/23,0:30,-0.000444934,-0.9,-0.000041585,-0.2,-0.000935439,-2.4,-0.001158731,-1.1
2016/12/23,1:00,-0.000949243,-0.8,-0.000041210,-0.2,-0.000650342,-2.3,-0.001037114,-1.1
2016/12/23,1:30,-0.000095685,-0.8,0.000038724,-0.3,-0.001050687,-2.2,-0.001297301,-1.1
2016/12/23,2:00,-0.000528866,-0.7,-0.000000338,-0.3,-0.000656747,-2.2,-0.001172229,-1.0
2016/12/23,2:30,-0.000646183,-0.6,0.000001712,-0.2,-0.000479523,-2.1,-0.001181696,-1.0
2016/12/23,3:00,-0.000643638,-0.6,-0.000011744,-0.1,-0.000268726,-2.1,-0.001039018,-0.9
2016/12/23,3:30,-0.000711684,-0.6,-0.000016874,0.2,-0.000296879,-2.1,-0.000956761,-1.1
2016/12/23,4:00,-0.000611175,-0.6,-0.000024405,0.7,-0.000516519,-2.2,-0.000851584,-1.2
2016/12/23,4:30,-0.000460148,-0.5,-0.000012949,0.3,-0.000424120,-2.3,-0.000634967,-1.4
2016/12/23,5:00,-0.000800201,-0.5,-0.000035534,0.1,-0.000260556,-2.4,-0.001209758,-1.5
2016/12/23,5:30,-0.000804575,-0.5,-0.000059586,0.2,-0.000845225,-2.4,-0.001376537,-1.5
2016/12/23,6:00,-0.000624481,-0.5,-0.000066000,0.2,-0.000598688,-2.5,-0.001295376,-1.4
2016/12/23,6:30,0.000084898,-0.7,0.000026140,0.0,0.000513237,-2.5,-0.000833255,-1.4
2016/12/23,7:00,0.003983574,-0.9,0.001228116,-0.1,0.003670423,-2.5,0.003843564,-1.3
2016/12/23,7:30,0.014624348,-1.0,0.004071772,-0.2,0.023408432,-2.6,0.011981771,-1.2
2016/12/23,8:00,0.034959885,-1.1,0.006680171,-0.2,0.044912370,-2.8,0.038857177,-1.2
2016/12/23,8:30,0.051489747,-1.1,0.012464664,-0.3,0.073301712,-2.8,0.055766977,-1.2
2016/12/23,9:00,0.080938737,-1.1,0.015496189,-0.2,0.092781804,-2.8,0.104184890,-1.1
2016/12/23,9:30,0.101559498,-1.2,0.016330785,-0.2,0.100982816,-3.0,0.101830075,-0.9
2016/12/23,10:00,0.079200298,-1.3,0.027304356,-0.3,0.146034468,-3.1,0.148151369,-0.6
2016/12/23,10:30,0.085125269,-1.5,0.028672278,-0.5,0.177536942,-3.0,0.166705644,-0.4
2016/12/23,11:00,0.093979379,-1.6,0.034045848,-0.7,0.115135436,-3.1,0.140527211,-0.5
2016/12/23,11:30,0.083641962,-1.8,0.035581127,-0.9,0.155503322,-3.1,0.160378190,-0.3
2016/12/23,12:00,0.084030757,-2.0,0.042771855,-1.1,0.165782013,-3.2,0.132378632,-0.5
2016/12/23,12:30,0.089757882,-2.2,0.066620612,-1.3,0.118808346,-3.2,0.099874520,-0.8
2016/12/23,13:00,0.078306660,-2.4,0.039246616,-1.7,0.080536457,-3.2,0.094044056,-0.9
2016/12/23,13:30,0.067022238,-2.6,0.021398004,-2.0,0.081538031,-3.4,0.071933145,-1.1
2016/12/23,14:00,0.043047271,-2.7,0.018970769,-2.2,0.060500224,-3.4,0.052281459,-1.3
2016/12/23,14:30,0.029376294,-2.8,0.018395230,-2.4,0.035069745,-3.6,0.032119011,-1.4
2016/12/23,15:00,0.015337702,-2.9,0.012289821,-2.4,0.014098127,-3.6,0.026284529,-1.6
2016/12/23,15:30,0.005631395,-3.0,0.004969744,-2.5,0.003331210,-3.6,0.008508274,-2.0
2016/12/23,16:00,0.000516974,-3.1,0.001399992,-2.7,-0.000455114,-3.7,-0.000270947,-2.2
2016/12/23,16:30,-0.000233510,-3.2,0.000024639,-2.8,-0.000197417,-3.9,-0.000466322,-2.6
2016/12/23,17:00,-0.000324737,-3.4,-0.000056808,-3.1,-0.000121058,-4.0,-0.000643220,-2.7
2016/12/23,17:30,-0.000539956,-3.5,0.000015497,-3.4,-0.000619516,-4.2,-0.000626315,-3.0
2016/12/23,18:00,-0.000459698,-3.6,0.000160785,-3.6,-0.000395848,-4.3,-0.000743831,-3.0
2016/12/23,18:30,-0.000166994,-3.8,0.000128205,-3.7,-0.000208875,-4.5,-0.000787012,-3.2
2016/12/23,19:00,-0.000040248,-4.0,0.000147268,-4.0,-0.000210660,-4.6,-0.000985853,-3.2
2016/12/23,19:30,-0.000919601,-4.2,0.000091840,-4.2,-0.000240578,-4.7,-0.001040123,-3.3
2016/12/23,20:00,0.000043149,-4.2,0.000007446,-4.3,-0.000095612,-4.9,-0.000914930,-3.4
2016/12/23,20:30,-0.000444040,-4.3,0.000037564,-4.4,-0.000609903,-5.0,-0.001190146,-3.5
2016/12/23,21:00,-0.000100260,-4.4,-0.000016727,-4.6,-0.000156046,-5.2,-0.001028369,-3.5
2016/12/23,21:30,-0.000949255,-4.2,-0.000154681,-4.6,-0.000523547,-5.4,-0.001209246,-3.6
2016/12/23,22:00,-0.000056646,-4.2,-0.000293940,-4.6,-0.000160552,-5.6,-0.001129216,-3.7
2016/12/23,22:30,-0.000528278,-4.2,-0.000488181,-4.6,-0.000107388,-5.7,-0.001009656,-3.7
2016/12/23,23:00,-0.000083070,-4.4,-0.000478611,-4.7,0.000044205,-5.9,-0.001045170,-3.8
2016/12/23,23:30,-0.000581005,-4.7,-0.000386158,-4.7,-0.000368149,-6.2,-0.000970781,-3.9
2016/12/24,0:00,-0.000437097,-4.9,-0.000366816,-4.8,0.000228871,-6.6,-0.000865625,-4.0
2016/12/24,0:30,-0.000875320,-5.1,-0.000557546,-4.8,-0.000156218,-7.0,-0.000533347,-4.2
2016/12/24,1:00,-0.000852236,-5.2,-0.000577765,-5.0,-0.000011893,-7.4,-0.000712386,-4.5
2016/12/24,1:30,-0.001360225,-5.3,-0.000598131,-5.3,-0.000555460,-7.7,-0.000895532,-4.7
2016/12/24,2:00,-0.000555187,-5.6,-0.000494744,-5.6,-0.000072049,-8.0,-0.000552047,-4.9
2016/12/24,2:30,-0.000888774,-5.9,-0.000355200,-5.9,-0.000366482,-8.1,-0.000366368,-5.4
2016/12/24,3:00,-0.000228506,-6.4,-0.000401305,-6.2,-0.000096074,-8.3,-0.000701279,-5.8
2016/12/24,3:30,-0.000569054,-7.0,-0.000210390,-6.8,-0.000360141,-8.4,-0.000447037,-6.2
2016/12/24,4:00,-0.001078048,-7.0,-0.000330229,-7.2,-0.000351561,-8.5,-0.000766325,-6.6
2016/12/24,4:30,-0.000571539,-7.3,-0.000486721,-7.7,-0.000548471,-8.7,-0.000989287,-6.8
2016/12/24,5:00,-0.000457534,-7.8,-0.000680260,-8.1,-0.000952307,-8.6,-0.001142498,-7.1
2016/12/24,5:30,-0.000671151,-7.9,-0.000802235,-8.3,-0.000964411,-8.7,-0.000929086,-7.5
2016/12/24,6:00,-0.000934195,-8.2,-0.001000795,-8.3,-0.000793732,-9.0,-0.000917915,-8.1
2016/12/24,6:30,-0.000432780,-8.5,-0.000697571,-8.3,0.000286189,-9.1,0.001889166,-8.5
2016/12/24,7:00,0.011595822,-8.7,0.005723073,-8.2,0.008536138,-8.4,0.016153914,-8.7
2016/12/24,7:30,0.040913488,-8.3,0.020910485,-8.0,0.028598150,-7.6,0.039165458,-8.4
2016/12/24,8:00,0.079332762,-7.6,0.085266502,-7.2,0.059117035,-7.4,0.097722652,-7.5
2016/12/24,8:30,0.122844195,-8.0,0.116999527,-6.5,0.087825576,-7.3,0.210115602,-5.9
2016/12/24,9:00,0.244677341,-9.1,0.124610575,-5.9,0.110634003,-6.8,0.286144250,-4.6
2016/12/24,9:30,0.337961982,-8.7,0.150830581,-5.8,0.158890353,-6.7,0.336700109,-4.0
2016/12/24,10:00,0.382863747,-7.9,0.157352369,-5.7,0.201051814,-6.7,0.383629795,-3.6
2016/12/24,10:30,0.414865762,-7.8,0.165994467,-5.0,0.218859326,-6.4,0.426542170,-3.3
2016/12/24,11:00,0.429565250,-7.4,0.168266133,-4.6,0.203672448,-6.1,0.408936040,-3.0
2016/12/24,11:30,0.429601010,-7.0,0.161952881,-4.3,0.248352000,-5.8,0.430814055,-2.7
2016/12/24,12:00,0.413768102,-5.8,0.155193550,-4.0,0.244523771,-6.0,0.289365694,-3.0
2016/12/24,12:30,0.385661802,-5.3,0.145457513,-3.6,0.262645335,-6.0,0.365787189,-2.8
2016/12/24,13:00,0.341685932,-5.1,0.133380855,-3.1,0.352198706,-5.6,0.243000692,-3.2
2016/12/24,13:30,0.285997354,-4.8,0.114986000,-3.5,0.264156815,-5.8,0.173428961,-3.5
2016/12/24,14:00,0.194934694,-4.8,0.094049228,-3.4,0.178956596,-5.8,0.038996594,-4.0
2016/12/24,14:30,0.109922640,-5.0,0.072598281,-3.9,0.117411781,-5.8,0.028752161,-4.4
2016/12/24,15:00,0.040386904,-5.4,0.045024828,-4.4,0.057334780,-5.9,0.018062723,-4.9
2016/12/24,15:30,0.012546545,-5.4,0.016284437,-4.9,0.013180853,-6.0,0.005459811,-5.5
2016/12/24,16:00,0.000177361,-5.4,0.002116652,-6.4,-0.000734234,-6.1,-0.000500343,-6.3
2016/12/24,16:30,-0.000830497,-5.6,0.000181127,-7.1,-0.001636806,-6.3,-0.001067637,-7.2
2016/12/24,17:00,-0.000696142,-5.9,-0.000031900,-8.0,-0.001415065,-6.6,-0.001100475,-7.9
2016/12/24,17:30,-0.000977998,-6.6,-0.000604866,-8.4,0.000724324,-8.8,-0.001815294,-8.1
2016/12/24,18:00,-0.001474677,-7.1,-0.000812714,-8.1,-0.002167785,-8.7,-0.000853437,-8.4
2016/12/24,18:30,-0.000874150,-7.4,0.000049282,-8.9,0.001628278,-11.1,-0.001361192,-9.2
2016/12/24,19:00,-0.000163840,-8.0,-0.000150439,-9.7,-0.000617359,-12.4,-0.002197777,-8.8
2016/12/24,19:30,-0.000539385,-8.5,-0.000722885,-9.9,-0.000774721,-13.3,-0.001589980,-9.0
2016/12/24,20:00,-0.000768912,-8.4,-0.000474872,-10.0,-0.001496621,-13.5,-0.001923381,-8.7
2016/12/24,20:30,-0.000604203,-8.4,-0.000446861,-10.6,-0.001116220,-13.6,-0.000974920,-9.2
2016/12/24,21:00,-0.000329262,-8.5,-0.000483927,-10.8,-0.001345425,-13.5,0.001045935,-10.5
2016/12/24,21:30,-0.000289720,-8.8,-0.000340116,-11.1,-0.001135499,-12.9,-0.001346729,-12.0
2016/12/24,22:00,-0.000834421,-8.7,-0.000469688,-11.5,-0.000004767,-13.2,-0.001885520,-12.0
2016/12/24,22:30,-0.000795258,-8.5,-0.000664253,-11.3,-0.001280339,-13.3,-0.000715027,-12.1
2016/12/24,23:00,-0.000730116,-8.3,-0.000132073,-11.6,-0.000806953,-13.0,-0.000130494,-13.4
2016/12/24,23:30,-0.000677004,-8.3,-0.000048696,-12.1,-0.000311781,-13.4,-0.002658461,-13.4
2016/12/25,0:00,-0.001087141,-8.5,-0.000849343,-11.8,-0.000926838,-13.6,-0.002110899,-12.1
2016/12/25,0:30,-0.001228524,-8.2,-0.001168084,-11.1,-0.001091034,-12.8,0.001102552,-13.6
2016/12/25,1:00,-0.000909930,-8.0,-0.001371634,-10.1,-0.000228781,-12.9,-0.002200261,-14.8
2016/12/25,1:30,-0.001605895,-7.4,-0.001110634,-9.1,-0.000043459,-13.5,-0.002195577,-13.8
2016/12/25,2:00,-0.001690282,-6.6,-0.000892076,-8.5,-0.001205091,-13.4,-0.002626631,-12.9
2016/12/25,2:30,-0.000759022,-6.4,-0.000480911,-8.0,-0.000379497,-13.8,0.000617822,-12.8
2016/12/25,3:00,-0.001054845,-6.1,-0.000444758,-8.3,-0.000437216,-14.8,0.001670885,-16.0
2016/12/25,3:30,-0.000676037,-6.1,-0.000266918,-9.1,-0.001311609,-14.9,-0.000903046,-16.9
2016/12/25,4:00,-0.000491183,-6.4,-0.000738916,-8.7,-0.000247219,-15.1,-0.001537828,-16.9
2016/12/25,4:30,-0.000711121,-6.3,-0.000618627,-8.2,-0.001200027,-15.8,-0.003106941,-16.0
2016/12/25,5:00,-0.001360426,-6.5,0.000066297,-8.5,-0.000317037,-16.0,0.000203182,-16.1
2016/12/25,5:30,-0.001668082,-6.4,0.000591935,-9.5,-0.001247664,-15.8,-0.004307219,-15.9
2016/12/25,6:00,-0.001392685,-6.7,0.000286337,-10.2,-0.000904202,-15.9,0.000049609,-14.5
2016/12/25,6:30,-0.000814164,-6.5,0.000433745,-10.9,0.000668433,-15.4,0.004160829,-17.5
2016/12/25,7:00,0.008175647,-6.4,0.005914585,-10.6,0.024505849,-15.2,0.015553978,-17.9
2016/12/25,7:30,0.042140173,-6.5,0.054439426,-9.1,0.086586011,-14.6,0.035604188,-16.9
2016/12/25,8:00,0.081973363,-5.6,0.069858296,-7.0,0.148549182,-13.8,0.107107453,-16.0
2016/12/25,8:30,0.153933014,-6.5,0.117646953,-5.0,0.190241391,-13.3,0.199035498,-12.9
2016/12/25,9:00,0.254053802,-5.5,0.141610736,-3.0,0.210995334,-12.9,0.277684839,-10.9
2016/12/25,9:30,0.352298728,-3.1,0.154011164,-0.5,0.226839998,-10.4,0.322300962,-9.4
2016/12/25,10:00,0.427428915,-1.3,0.164056344,0.5,0.295480420,-9.2,0.367242689,-7.6
2016/12/25,10:30,0.282929425,-0.6,0.128025845,0.8,0.294644431,-7.7,0.390772499,-5.7
2016/12/25,11:00,0.450958106,0.4,0.064657505,0.4,0.343431703,-6.3,0.400569496,-3.8
2016/12/25,11:30,0.516061214,1.2,0.060046384,0.4,0.341540971,-5.2,0.385256519,-1.5
2016/12/25,12:00,0.494188405,1.3,0.051328673,0.4,0.352215247,-4.5,0.395807583,-0.7
2016/12/25,12:30,0.423879481,1.0,0.074830114,0.7,0.233572494,-4.2,0.355672167,0.1
2016/12/25,13:00,0.327656746,0.6,0.089294139,1.1,0.287090927,-3.4,0.217203403,0.0
2016/12/25,13:30,0.280047792,0.4,0.114061050,2.0,0.328687318,-3.9,0.199314556,0.3
2016/12/25,14:00,0.152010818,-0.2,0.090172762,1.6,0.278252728,-4.5,0.050136354,0.0
2016/12/25,14:30,0.120338783,-0.2,0.068938354,0.3,0.178459524,-4.6,0.030135434,-0.4
2016/12/25,15:00,0.068866734,-0.3,0.020114612,-1.0,0.068221229,-4.2,0.018095666,-0.9
2016/12/25,15:30,0.026965026,-0.8,0.019642194,-1.6,0.008244478,-4.4,0.005116451,-1.3
2016/12/25,16:00,0.002045740,-1.1,0.000750668,-2.0,-0.000976097,-4.8,-0.001257707,-1.6
2016/12/25,16:30,-0.001247251,-1.3,-0.001738786,-2.2,-0.001724551,-5.5,-0.000641200,-2.4
2016/12/25,17:00,-0.001073849,-2.0,-0.000022831,-4.4,-0.001658780,-3.7,-0.000198949,-4.0
2016/12/25,17:30,-0.002362599,-1.9,0.000351419,-5.8,0.001383592,-7.6,-0.001540090,-4.7
2016/12/25,18:00,-0.001231744,-2.6,0.000658982,-6.5,-0.000327469,-9.1,-0.001162657,-5.1
2016/12/25,18:30,-0.001713642,-3.2,0.000202407,-7.4,-0.001349620,-9.9,-0.001477319,-5.7
2016/12/25,19:00,-0.002224924,-3.7,-0.000034296,-7.4,-0.002082501,-9.8,-0.002984382,-4.7
2016/12/25,19:30,-0.001697073,-3.8,-0.000293481,-7.6,-0.000692932,-10.7,-0.000242741,-4.7
2016/12/25,20:00,-0.001411140,-4.6,-0.000147678,-7.6,-0.000971919,-11.4,-0.000586393,-5.3
2016/12/25,20:30,-0.001801264,-5.2,0.000339967,-8.6,-0.000965124,-11.8,-0.000717582,-7.8
2016/12/25,21:00,-0.001513443,-5.3,0.000282480,-8.7,-0.001782234,-11.8,0.001239813,-8.9
2016/12/25,21:30,-0.000915460,-5.4,-0.000017442,-9.0,0.000003037,-12.7,-0.001339457,-10.4
2016/12/25,22:00,-0.000443196,-6.5,-0.000005520,-9.1,-0.000569075,-13.7,0.000752581,-11.2
2016/12/25,22:30,-0.000451663,-7.1,0.000255016,-9.3,-0.001189628,-13.9,-0.001789648,-12.2
2016/12/25,23:00,-0.000743618,-7.0,-0.000738337,-8.9,-0.000955000,-13.9,-0.000019932,-12.2
2016/12/25,23:30,-0.001476442,-6.5,-0.000765819,-8.1,-0.001556855,-14.4,-0.001006012,-12.2
2016/12/26,0:00,-0.001487403,-5.8,-0.000644747,-7.6,-0.000966560,-14.3,-0.000233394,-14.3
2016/12/26,0:30,-0.001224530,-5.2,-0.000539653,-6.9,-0.001005070,-14.8,-0.002297414,-13.6
2016/12/26,1:00,-0.001580084,-4.2,-0.000405071,-6.8,-0.001066957,-14.5,-0.001556715,-13.2
2016/12/26,1:30,-0.001462709,-3.6,-0.000292903,-6.6,-0.000712480,-14.6,0.000643018,-13.6
2016/12/26,2:00,-0.000891763,-3.3,-0.000067459,-6.7,-0.001045382,-14.5,-0.000704275,-14.3
2016/12/26,2:30,-0.000579766,-3.2,-0.000606457,-6.4,-0.001074347,-14.3,-0.000762568,-15.1
2016/12/26,3:00,-0.000520578,-3.1,-0.000689903,-5.8,-0.002275752,-13.8,-0.001956922,-14.2
2016/12/26,3:30,-0.001221179,-2.7,-0.000793513,-5.3,0.000460680,-14.0,0.000828602,-15.3
2016/12/26,4:00,-0.000810382,-2.5,-0.000509024,-4.9,-0.001178652,-14.7,-0.001786063,-15.9
2016/12/26,4:30,-0.001271601,-2.1,-0.000285564,-4.9,-0.001731610,-14.2,-0.000593644,-15.7
2016/12/26,5:00,-0.000910049,-2.1,-0.000697372,-4.7,-0.000820525,-14.0,-0.001127186,-15.4
