DATE,TIME,S1[MW],S2[MW]
2017/2/17,0:30,0.0,0.0
2017/2/17,1:00,0.0,0.0
2017/2/17,1:30,0.0,0.0
2017/2/17,2:00,0.0,0.0
2017/2/17,2:30,0.0,0.0
2017/2/17,3:00,0.0,0.0
2017/2/17,3:30,0.0,0.0
2017/2/17,4:00,0.0,0.0
2017/2/17,4:30,0.0,0.0
2017/2/17,5:00,0.0,0.0
2017/2/17,5:30,0.0,0.0
2017/2/17,6:00,0.0,0.0
2017/2/17,6:30,0.0,0.8
2017/2/17,7:00,0.8,6.2
2017/2/17,7:30,4.7,22.1
2017/2/17,8:00,3.3,36.0
2017/2/17,8:30,8.9,48.0
2017/2/17,9:00,10.8,57.1
2017/2/17,9:30,20.4,54.1
2017/2/17,10:00,23.6,49.0
2017/2/17,10:30,25.3,44.9
2017/2/17,11:00,22.6,40.8
2017/2/17,11:30,24.9,39.4
2017/2/17,12:00,26.7,31.7
2017/2/17,12:30,22.1,29.5
2017/2/17,13:00,18.3,24.1
2017/2/17,13:30,17.2,21.9
2017/2/17,14:00,11.8,18.3
2017/2/17,14:30,4.3,11.4
2017/2/17,15:00,4.4,5.3
2017/2/17,15:30,3.9,1.6
2017/2/17,16:00,1.1,0.2
2017/2/17,16:30,0.3,0.0
2017/2/17,17:00,0.0,0.0
2017/2/17,17:30,0.0,0.0
2017/2/17,18:00,0.0,0.0
2017/2/17,18:30,0.0,0.0
2017/2/17,19:00,0.0,0.0
2017/2/17,19:30,0.0,0.0
2017/2/17,20:00,0.0,0.0
2017/2/17,20:30,0.0,0.0
2017/2/17,21:00,0.0,0.0
2017/2/17,21:30,0.0,0.0
2017/2/17,22:00,0.0,0.0
2017/2/17,22:30,0.0,0.0
2017/2/17,23:00,0.0,0.0
2017/2/17,23:30,0.0,0.0
2017/2/18,0:00,0.0,0.0
2017/2/18,0:30,0.0,0.0
2017/2/18,1:00,0.0,0.0
2017/2/18,1:30,0.0,0.0
2017/2/18,2:00,0.0,0.0
2017/2/18,2:30,0.0,0.0
2017/2/18,3:00,0.0,0.0
2017/2/18,3:30,0.0,0.0
2017/2/18,4:00,0.0,0.0
2017/2/18,4:30,0.0,0.0
2017/2/18,5:00,0.0,0.0
2017/2/18,5:30,0.0,0.0
2017/2/18,6:00,0.0,0.0
2017/2/18,6:30,1.2,3.9
2017/2/18,7:00,6.1,23.9
2017/2/18,7:30,14.8,43.9
2017/2/18,8:00,29.6,63.9
2017/2/18,8:30,55.0,80.7
2017/2/18,9:00,80.3,96.1
2017/2/18,9:30,79.3,102.3
2017/2/18,10:00,101.2,104.1
2017/2/18,10:30,103.1,99.1
2017/2/18,11:00,100.1,100.2
2017/2/18,11:30,125.5,98.6
2017/2/18,12:00,132.6,96.0
2017/2/18,12:30,128.8,94.9
2017/2/18,13:00,134.0,88.5
2017/2/18,13:30,108.9,85.8
2017/2/18,14:00,67.9,78.3
2017/2/18,14:30,52.8,63.6
2017/2/18,15:00,52.4,57.0
2017/2/18,15:30,47.0,35.1
2017/2/18,16:00,22.2,13.3
2017/2/18,16:30,6.6,0.8
2017/2/18,17:00,0.0,0.0
2017/2/18,17:30,0.0,0.0
2017/2/18,18:00,0.0,0.0
2017/2/18,18:30,0.0,0.0
2017/2/18,19:00,0.0,0.0
2017/2/18,19:30,0.0,0.0
2017/2/18,20:00,0.0,0.0
2017/2/18,20:30,0.0,0.0
2017/2/18,21:00,0.0,0.0
2017/2/18,21:30,0.0,0.0
2017/2/18,22:00,0.0,0.0
2017/2/18,22:30,0.0,0.0
2017/2/18,23:00,0.0,0.0
2017/2/18,23:30,0.0,0.0
2017/2/19,0:00,0.0,0.0
2017/2/19,0:30,0.0,0.0
2017/2/19,1:00,0.0,0.0
2017/2/19,1:30,0.0,0.0
2017/2/19,2:00,0.0,0.0
2017/2/19,2:30,0.0,0.0
2017/2/19,3:00,0.0,0.0
2017/2/19,3:30,0.0,0.0
2017/2/19,4:00,0.0,0.0
2017/2/19,4:30,0.0,0.0
2017/2/19,5:00,0.0,0.0
2017/2/19,5:30,0.0,0.0
2017/2/19,6:00,0.0,0.0
2017/2/19,6:30,1.9,4.0
2017/2/19,7:00,20.6,23.8
2017/2/19,7:30,45.5,42.7
2017/2/19,8:00,73.6,58.4
2017/2/19,8:30,113.3,73.0
2017/2/19,9:00,138.1,85.1
2017/2/19,9:30,150.6,93.3
2017/2/19,10:00,178.2,97.4
2017/2/19,10:30,182.0,98.6
2017/2/19,11:00,182.3,99.5
2017/2/19,11:30,185.6,97.6
2017/2/19,12:00,170.5,95.8
2017/2/19,12:30,141.2,98.6
2017/2/19,13:00,81.8,92.6
2017/2/19,13:30,71.2,86.5
2017/2/19,14:00,80.3,78.9
2017/2/19,14:30,69.4,67.9
2017/2/19,15:00,70.7,51.6
2017/2/19,15:30,50.9,28.5
2017/2/19,16:00,34.6,11.0
2017/2/19,16:30,5.7,1.3
2017/2/19,17:00,0.0,0.0
2017/2/19,17:30,0.0,0.0
2017/2/19,18:00,0.0,0.0
2017/2/19,18:30,0.0,0.0
2017/2/19,19:00,0.0,0.0
2017/2/19,19:30,0.0,0.0
2017/2/19,20:00,0.0,0.0
2017/2/19,20:30,0.0,0.0
2017/2/19,21:00,0.0,0.0
2017/2/19,21:30,0.0,0.0
2017/2/19,22:00,0.0,0.0
2017/2/19,22:30,0.0,0.0
2017/2/19,23:00,0.0,0.0
2017/2/19,23:30,0.0,0.0
2017/2/20,0:00,0.0,0.0
2017/2/20,0:30,0.0,0.0
2017/2/20,1:00,0.0,0.0
2017/2/20,1:30,0.0,0.0
2017/2/20,2:00,0.0,0.0
2017/2/20,2:30,0.0,0.0
2017/2/20,3:00,0.0,0.0
2017/2/20,3:30,0.0,0.0
2017/2/20,4:00,0.0,0.0
2017/2/20,4:30,0.0,0.0
2017/2/20,5:00,0.0,0.0
2017/2/20,5:30,0.0,0.0
2017/2/20,6:00,0.0,0.0
2017/2/20,6:30,2.5,1.8
2017/2/20,7:00,17.0,11.0
2017/2/20,7:30,40.2,24.2
2017/2/20,8:00,67.8,39.7
2017/2/20,8:30,104.4,55.3
2017/2/20,9:00,127.8,64.3
2017/2/20,9:30,109.2,83.5
2017/2/20,10:00,91.7,89.0
2017/2/20,10:30,100.4,81.9
2017/2/20,11:00,100.8,81.8
2017/2/20,11:30,100.7,56.7
2017/2/20,12:00,75.8,50.5
2017/2/20,12:30,61.5,47.1
2017/2/20,13:00,60.7,34.1
2017/2/20,13:30,49.0,25.1
2017/2/20,14:00,36.7,18.8
2017/2/20,14:30,26.6,14.7
2017/2/20,15:00,11.9,9.1
2017/2/20,15:30,4.0,3.7
2017/2/20,16:00,0.5,0.6
2017/2/20,16:30,0.1,0.0
2017/2/20,17:00,0.0,0.0
2017/2/20,17:30,0.0,0.0
2017/2/20,18:00,0.0,0.0
2017/2/20,18:30,0.0,0.0
2017/2/20,19:00,0.0,0.0
2017/2/20,19:30,0.0,0.0
2017/2/20,20:00,0.0,0.0
2017/2/20,20:30,0.0,0.0
2017/2/20,21:00,0.0,0.0
2017/2/20,21:30,0.0,0.0
2017/2/20,22:00,0.0,0.0
2017/2/20,22:30,0.0,0.0
2017/2/20,23:00,0.0,0.0
2017/2/20,23:30,0.0,0.0
2017/2/21,0:00,0.0,0.0
2017/2/21,0:30,0.0,0.0
2017/2/21,1:00,0.0,0.0
2017/2/21,1:30,0.0,0.0
2017/2/21,2:00,0.0,0.0
2017/2/21,2:30,0.0,0.0
2017/2/21,3:00,0.0,0.0
2017/2/21,3:30,0.0,0.0
2017/2/21,4:00,0.0,0.0
2017/2/21,4:30,0.0,0.0
2017/2/21,5:00,0.0,0.0
2017/2/21,5:30,0.0,0.0
2017/2/21,6:00,0.0,0.0
2017/2/21,6:30,0.4,0.0
2017/2/21,7:00,6.1,0.0
2017/2/21,7:30,9.6,0.6
2017/2/21,8:00,15.1,2.7
2017/2/21,8:30,13.4,5.0
2017/2/21,9:00,20.8,8.5
2017/2/21,9:30,20.1,11.1
2017/2/21,10:00,27.5,11.6
2017/2/21,10:30,32.4,14.0
2017/2/21,11:00,30.0,17.0
2017/2/21,11:30,20.2,20.1
2017/2/21,12:00,34.4,25.0
2017/2/21,12:30,37.7,29.8
2017/2/21,13:00,34.2,33.0
2017/2/21,13:30,31.3,35.4
2017/2/21,14:00,20.0,34.9
2017/2/21,14:30,19.4,30.8
2017/2/21,15:00,16.3,24.0
2017/2/21,15:30,12.3,16.1
2017/2/21,16:00,4.7,7.3
2017/2/21,16:30,1.0,0.6
2017/2/21,17:00,0.0,0.0
2017/2/21,17:30,0.0,0.0
2017/2/21,18:00,0.0,0.0
2017/2/21,18:30,0.0,0.0
2017/2/21,19:00,0.0,0.0
2017/2/21,19:30,0.0,0.0
2017/2/21,20:00,0.0,0.0
2017/2/21,20:30,0.0,0.0
2017/2/21,21:00,0.0,0.0
2017/2/21,21:30,0.0,0.0
2017/2/21,22:00,0.0,0.0
2017/2/21,22:30,0.0,0.0
2017/2/21,23:00,0.0,0.0
2017/2/21,23:30,0.0,0.0
2017/2/22,0:00,0.0,0.0
2017/2/22,0:30,0.0,0.0
2017/2/22,1:00,0.0,0.0
2017/2/22,1:30,0.0,0.0
2017/2/22,2:00,0.0,0.0
2017/2/22,2:30,0.0,0.0
2017/2/22,3:00,0.0,0.0
2017/2/22,3:30,0.0,0.0
2017/2/22,4:00,0.0,0.0
2017/2/22,4:30,0.0,0.0
2017/2/22,5:00,0.0,0.0
2017/2/22,5:30,0.0,0.0
2017/2/22,6:00,0.0,0.0
2017/2/22,6:30,0.4,2.9
2017/2/22,7:00,1.6,10.4
2017/2/22,7:30,3.8,19.2
2017/2/22,8:00,8.7,27.7
2017/2/22,8:30,14.0,33.3
2017/2/22,9:00,21.1,43.4
2017/2/22,9:30,26.4,56.0
2017/2/22,10:00,29.8,66.8
2017/2/22,10:30,43.1,80.2
2017/2/22,11:00,70.7,92.1
2017/2/22,11:30,90.5,97.1
2017/2/22,12:00,107.1,91.3
2017/2/22,12:30,83.4,95.7
2017/2/22,13:00,66.5,86.5
2017/2/22,13:30,50.5,74.4
2017/2/22,14:00,35.4,52.5
2017/2/22,14:30,23.4,33.9
2017/2/22,15:00,15.5,21.1
2017/2/22,15:30,10.2,10.6
2017/2/22,16:00,7.3,2.9
2017/2/22,16:30,1.2,0.1
2017/2/22,17:00,0.0,0.0
2017/2/22,17:30,0.0,0.0
2017/2/22,18:00,0.0,0.0
2017/2/22,18:30,0.0,0.0
2017/2/22,19:00,0.0,0.0
2017/2/22,19:30,0.0,0.0
2017/2/22,20:00,0.0,0.0
2017/2/22,20:30,0.0,0.0
2017/2/22,21:00,0.0,0.0
2017/2/22,21:30,0.0,0.0
2017/2/22,22:00,0.0,0.0
2017/2/22,22:30,0.0,0.0
2017/2/22,23:00,0.0,0.0
2017/2/22,23:30,0.0,0.0
2017/2/23,0:00,0.0,0.0
2017/2/23,0:30,0.0,0.0
2017/2/23,1:00,0.0,0.0
2017/2/23,1:30,0.0,0.0
2017/2/23,2:00,0.0,0.0
2017/2/23,2:30,0.0,0.0
2017/2/23,3:00,0.0,0.0
2017/2/23,3:30,0.0,0.0
2017/2/23,4:00,0.0,0.0
2017/2/23,4:30,0.0,0.0
2017/2/23,5:00,0.0,0.0
2017/2/23,5:30,0.0,0.0
2017/2/23,6:00,0.0,0.0
2017/2/23,6:30,0.1,1.2
2017/2/23,7:00,0.7,5.5
2017/2/23,7:30,2.4,8.5
2017/2/23,8:00,10.6,10.0
2017/2/23,8:30,27.8,12.6
2017/2/23,9:00,44.9,15.4
2017/2/23,9:30,52.3,16.9
2017/2/23,10:00,49.6,19.3
2017/2/23,10:30,56.2,23.4
2017/2/23,11:00,62.2,26.4
2017/2/23,11:30,65.1,29.4
2017/2/23,12:00,56.4,27.8
2017/2/23,12:30,57.4,29.2
2017/2/23,13:00,54.8,28.3
2017/2/23,13:30,56.0,26.5
2017/2/23,14:00,54.9,22.0
2017/2/23,14:30,60.4,18.5
2017/2/23,15:00,48.8,13.8
2017/2/23,15:30,26.2,6.6
2017/2/23,16:00,7.5,1.9
2017/2/23,16:30,0.9,0.0
2017/2/23,17:00,0.0,0.0
2017/2/23,17:30,0.0,0.0
2017/2/23,18:00,0.0,0.0
2017/2/23,18:30,0.0,0.0
2017/2/23,19:00,0.0,0.0
2017/2/23,19:30,0.0,0.0
2017/2/23,20:00,0.0,0.0
2017/2/23,20:30,0.0,0.0
2017/2/23,21:00,0.0,0.0
2017/2/23,21:30,0.0,0.0
2017/2/23,22:00,0.0,0.0
2017/2/23,22:30,0.0,0.0
2017/2/23,23:00,0.0,0.0
2017/2/23,23:30,0.0,0.0
2017/2/24,0:00,0.0,0.0
2017/2/24,0:30,0.0,0.0
2017/2/24,1:00,0.0,0.0
2017/2/24,1:30,0.0,0.0
2017/2/24,2:00,0.0,0.0
2017/2/24,2:30,0.0,0.0
2017/2/24,3:00,0.0,0.0
2017/2/24,3:30,0.0,0.0
2017/2/24,4:00,0.0,0.0
2017/2/24,4:30,0.0,0.0
2017/2/24,5:00,0.0,0.0
2017/2/24,5:30,0.0,0.0
2017/2/24,6:00,0.0,0.0
2017/2/24,6:30,0.1,3.7
2017/2/24,7:00,0.6,13.5
2017/2/24,7:30,1.0,27.1
2017/2/24,8:00,1.9,41.6
2017/2/24,8:30,3.9,59.3
2017/2/24,9:00,5.8,79.7
2017/2/24,9:30,7.8,94.9
2017/2/24,10:00,12.4,100.3
2017/2/24,10:30,34.7,97.1
2017/2/24,11:00,47.3,99.6
2017/2/24,11:30,56.6,102.3
2017/2/24,12:00,97.2,96.2
2017/2/24,12:30,105.5,88.4
2017/2/24,13:00,112.4,82.3
2017/2/24,13:30,114.0,90.9
2017/2/24,14:00,112.4,79.7
2017/2/24,14:30,57.0,65.5
2017/2/24,15:00,46.3,48.8
2017/2/24,15:30,26.4,28.5
2017/2/24,16:00,17.7,12.5
2017/2/24,16:30,6.7,1.6
2017/2/24,17:00,0.7,0.0
2017/2/24,17:30,0.0,0.0
2017/2/24,18:00,0.0,0.0
2017/2/24,18:30,0.0,0.0
2017/2/24,19:00,0.0,0.0
2017/2/24,19:30,0.0,0.0
2017/2/24,20:00,0.0,0.0
2017/2/24,20:30,0.0,0.0
2017/2/24,21:00,0.0,0.0
2017/2/24,21:30,0.0,0.0
2017/2/24,22:00,0.0,0.0
2017/2/24,22:30,0.0,0.0
2017/2/24,23:00,0.0,0.0
2017/2/24,23:30,0.0,0.0
2017/2/25,0:00,0.0,0.0
2017/2/25,0:30,0.0,0.0
2017/2/25,1:00,0.0,0.0
2017/2/25,1:30,0.0,0.0
2017/2/25,2:00,0.0,0.0
2017/2/25,2:30,0.0,0.0
2017/2/25,3:00,0.0,0.0
2017/2/25,3:30,0.0,0.0
2017/2/25,4:00,0.0,0.0
2017/2/25,4:30,0.0,0.0
2017/2/25,5:00,0.0,0.0
2017/2/25,5:30,0.0,0.0
2017/2/25,6:00,0.1,0.3
2017/2/25,6:30,8.2,11.9
2017/2/25,7:00,33.8,33.2
2017/2/25,7:30,65.4,51.7
2017/2/25,8:00,96.3,70.5
2017/2/25,8:30,116.7,86.8
2017/2/25,9:00,97.1,98.6
2017/2/25,9:30,73.4,106.4
2017/2/25,10:00,110.1,110.8
2017/2/25,10:30,107.0,112.0
2017/2/25,11:00,118.6,112.0
2017/2/25,11:30,138.8,111.8
2017/2/25,12:00,166.3,104.1
2017/2/25,12:30,165.8,107.9
2017/2/25,13:00,151.0,106.2
2017/2/25,13:30,98.7,106.4
2017/2/25,14:00,98.6,97.6
2017/2/25,14:30,132.5,85.1
2017/2/25,15:00,58.7,68.6
2017/2/25,15:30,41.1,47.7
2017/2/25,16:00,24.6,19.1
2017/2/25,16:30,6.8,2.9
2017/2/25,17:00,0.0,0.0
2017/2/25,17:30,0.0,0.0
2017/2/25,18:00,0.0,0.0
2017/2/25,18:30,0.0,0.0
2017/2/25,19:00,0.0,0.0
2017/2/25,19:30,0.0,0.0
2017/2/25,20:00,0.0,0.0
2017/2/25,20:30,0.0,0.0
2017/2/25,21:00,0.0,0.0
2017/2/25,21:30,0.0,0.0
2017/2/25,22:00,0.0,0.0
2017/2/25,22:30,0.0,0.0
2017/2/25,23:00,0.0,0.0
2017/2/25,23:30,0.0,0.0
2017/2/26,0:00,0.0,0.0
2017/2/26,0:30,0.0,0.0
2017/2/26,1:00,0.0,0.0
2017/2/26,1:30,0.0,0.0
2017/2/26,2:00,0.0,0.0
2017/2/26,2:30,0.0,0.0
2017/2/26,3:00,0.0,0.0
2017/2/26,3:30,0.0,0.0
2017/2/26,4:00,0.0,0.0
2017/2/26,4:30,0.0,0.0
2017/2/26,5:00,0.0,0.0
2017/2/26,5:30,0.0,0.0
2017/2/26,6:00,0.0,0.0
2017/2/26,6:30,4.8,2.9
2017/2/26,7:00,26.8,15.6
2017/2/26,7:30,52.8,40.3
2017/2/26,8:00,105.9,67.8
2017/2/26,8:30,144.7,86.5
2017/2/26,9:00,172.9,102.3
2017/2/26,9:30,182.0,108.1
2017/2/26,10:00,175.3,110.6
2017/2/26,10:30,155.4,109.4
2017/2/26,11:00,161.4,111.2
2017/2/26,11:30,126.4,113.5
2017/2/26,12:00,140.7,106.4
2017/2/26,12:30,152.0,105.4
2017/2/26,13:00,83.7,96.2
2017/2/26,13:30,109.5,95.8
2017/2/26,14:00,57.6,90.4
2017/2/26,14:30,61.7,71.2
2017/2/26,15:00,61.5,43.1
2017/2/26,15:30,36.5,20.0
2017/2/26,16:00,22.8,11.3
2017/2/26,16:30,4.2,2.7
2017/2/26,17:00,0.0,0.0
2017/2/26,17:30,0.0,0.0
2017/2/26,18:00,0.0,0.0
2017/2/26,18:30,0.0,0.0
2017/2/26,19:00,0.0,0.0
2017/2/26,19:30,0.0,0.0
2017/2/26,20:00,0.0,0.0
2017/2/26,20:30,0.0,0.0
2017/2/26,21:00,0.0,0.0
2017/2/26,21:30,0.0,0.0
2017/2/26,22:00,0.0,0.0
2017/2/26,22:30,0.0,0.0
2017/2/26,23:00,0.0,0.0
2017/2/26,23:30,0.0,0.0
2017/2/27,0:00,0.0,0.0
2017/2/27,0:30,0.0,0.0
2017/2/27,1:00,0.0,0.0
2017/2/27,1:30,0.0,0.0
2017/2/27,2:00,0.0,0.0
2017/2/27,2:30,0.0,0.0
2017/2/27,3:00,0.0,0.0
2017/2/27,3:30,0.0,0.0
2017/2/27,4:00,0.0,0.0
2017/2/27,4:30,0.0,0.0
2017/2/27,5:00,0.0,0.0
2017/2/27,5:30,0.0,0.0
2017/2/27,6:00,0.0,0.6
2017/2/27,6:30,6.0,16.3
2017/2/27,7:00,27.3,39.6
2017/2/27,7:30,55.2,60.4
2017/2/27,8:00,83.1,78.7
2017/2/27,8:30,122.9,94.3
2017/2/27,9:00,174.4,105.8
2017/2/27,9:30,184.4,111.2
2017/2/27,10:00,186.9,113.1
2017/2/27,10:30,188.5,113.9
2017/2/27,11:00,191.0,114.8
2017/2/27,11:30,195.4,114.7
2017/2/27,12:00,193.9,114.4
2017/2/27,12:30,192.5,112.8
2017/2/27,13:00,190.8,112.2
2017/2/27,13:30,180.6,108.6
2017/2/27,14:00,175.2,100.9
2017/2/27,14:30,153.7,87.4
2017/2/27,15:00,121.7,70.1
2017/2/27,15:30,84.2,50.8
2017/2/27,16:00,46.7,26.9
2017/2/27,16:30,14.2,5.9
2017/2/27,17:00,0.2,0.0
2017/2/27,17:30,0.0,0.0
2017/2/27,18:00,0.0,0.0
2017/2/27,18:30,0.0,0.0
2017/2/27,19:00,0.0,0.0
2017/2/27,19:30,0.0,0.0
2017/2/27,20:00,0.0,0.0
2017/2/27,20:30,0.0,0.0
2017/2/27,21:00,0.0,0.0
2017/2/27,21:30,0.0,0.0
2017/2/27,22:00,0.0,0.0
2017/2/27,22:30,0.0,0.0
2017/2/27,23:00,0.0,0.0
2017/2/27,23:30,0.0,0.0
2017/2/28,0:00,0.0,0.0
2017/2/28,0:30,0.0,0.0
2017/2/28,1:00,0.0,0.0
2017/2/28,1:30,0.0,0.0
2017/2/28,2:00,0.0,0.0
2017/2/28,2:30,0.0,0.0
2017/2/28,3:00,0.0,0.0
2017/2/28,3:30,0.0,0.0
2017/2/28,4:00,0.0,0.0
2017/2/28,4:30,0.0,0.0
2017/2/28,5:00,0.0,0.0
2017/2/28,5:30,0.0,0.0
2017/2/28,6:00,0.4,1.0
2017/2/28,6:30,17.2,17.7
2017/2/28,7:00,53.9,40.3
2017/2/28,7:30,96.3,61.1
2017/2/28,8:00,129.2,78.5
2017/2/28,8:30,156.7,93.5
2017/2/28,9:00,177.0,104.6
2017/2/28,9:30,188.7,110.7
2017/2/28,10:00,193.2,112.8
2017/2/28,10:30,195.7,113.6
2017/2/28,11:00,196.3,113.9
2017/2/28,11:30,196.8,113.9
2017/2/28,12:00,196.5,113.8
2017/2/28,12:30,194.8,112.8
2017/2/28,13:00,191.2,111.3
2017/2/28,13:30,184.5,107.1
2017/2/28,14:00,172.3,98.9
2017/2/28,14:30,148.1,86.5
2017/2/28,15:00,117.2,69.6
2017/2/28,15:30,84.0,50.0
2017/2/28,16:00,44.7,27.3
2017/2/28,16:30,13.7,6.4
2017/2/28,17:00,0.3,0.0
2017/2/28,17:30,0.0,0.0
2017/2/28,18:00,0.0,0.0
2017/2/28,18:30,0.0,0.0
2017/2/28,19:00,0.0,0.0
2017/2/28,19:30,0.0,0.0
2017/2/28,20:00,0.0,0.0
2017/2/28,20:30,0.0,0.0
2017/2/28,21:00,0.0,0.0
2017/2/28,21:30,0.0,0.0
2017/2/28,22:00,0.0,0.0
2017/2/28,22:30,0.0,0.0
2017/2/28,23:00,0.0,0.0
2017/2/28,23:30,0.0,0.0
2017/3/1,0:00,0.0,0.0
2017/3/1,0:30,0.0,0.0
2017/3/1,1:00,0.0,0.0
2017/3/1,1:30,0.0,0.0
2017/3/1,2:00,0.0,0.0
2017/3/1,2:30,0.0,0.0
2017/3/1,3:00,0.0,0.0
2017/3/1,3:30,0.0,0.0
2017/3/1,4:00,0.0,0.0
2017/3/1,4:30,0.0,0.0
2017/3/1,5:00,0.0,0.0
2017/3/1,5:30,0.0,0.0
2017/3/1,6:00,0.2,0.2
2017/3/1,6:30,6.3,6.0
2017/3/1,7:00,23.7,17.6
2017/3/1,7:30,30.3,31.2
2017/3/1,8:00,35.0,55.7
2017/3/1,8:30,57.2,76.6
2017/3/1,9:00,82.5,101.0
2017/3/1,9:30,82.1,105.6
2017/3/1,10:00,126.2,109.5
2017/3/1,10:30,173.6,112.6
2017/3/1,11:00,178.6,113.8
2017/3/1,11:30,161.7,114.0
2017/3/1,12:00,113.8,113.2
2017/3/1,12:30,108.5,111.8
2017/3/1,13:00,64.2,108.4
2017/3/1,13:30,68.8,100.7
2017/3/1,14:00,97.6,85.3
2017/3/1,14:30,72.8,64.7
2017/3/1,15:00,49.8,41.2
2017/3/1,15:30,28.6,22.0
2017/3/1,16:00,17.2,10.2
2017/3/1,16:30,6.0,1.7
2017/3/1,17:00,0.0,0.0
2017/3/1,17:30,0.0,0.0
2017/3/1,18:00,0.0,0.0
2017/3/1,18:30,0.0,0.0
2017/3/1,19:00,0.0,0.0
2017/3/1,19:30,0.0,0.0
2017/3/1,20:00,0.0,0.0
2017/3/1,20:30,0.0,0.0
2017/3/1,21:00,0.0,0.0
2017/3/1,21:30,0.0,0.0
2017/3/1,22:00,0.0,0.0
2017/3/1,22:30,0.0,0.0
2017/3/1,23:00,0.0,0.0
2017/3/1,23:30,0.0,0.0
2017/3/2,0:00,0.0,0.0
2017/3/2,0:30,0.0,0.0
2017/3/2,1:00,0.0,0.0
2017/3/2,1:30,0.0,0.0
2017/3/2,2:00,0.0,0.0
2017/3/2,2:30,0.0,0.0
2017/3/2,3:00,0.0,0.0
2017/3/2,3:30,0.0,0.0
2017/3/2,4:00,0.0,0.0
2017/3/2,4:30,0.0,0.0
2017/3/2,5:00,0.0,0.0
2017/3/2,5:30,0.0,0.0
2017/3/2,6:00,0.8,0.2
2017/3/2,6:30,16.0,4.9
2017/3/2,7:00,35.8,10.3
2017/3/2,7:30,67.5,13.9
2017/3/2,8:00,62.5,17.1
2017/3/2,8:30,45.9,21.4
2017/3/2,9:00,61.6,21.0
2017/3/2,9:30,98.5,20.6
2017/3/2,10:00,91.0,24.5
2017/3/2,10:30,63.8,26.2
2017/3/2,11:00,61.0,26.7
2017/3/2,11:30,61.9,32.3
2017/3/2,12:00,39.7,35.5
2017/3/2,12:30,62.0,32.8
2017/3/2,13:00,80.1,31.4
2017/3/2,13:30,83.6,26.9
2017/3/2,14:00,84.7,25.5
2017/3/2,14:30,66.9,18.1
2017/3/2,15:00,61.6,12.1
2017/3/2,15:30,32.4,7.7
2017/3/2,16:00,20.1,3.0
2017/3/2,16:30,3.4,0.5
2017/3/2,17:00,0.0,0.0
2017/3/2,17:30,0.0,0.0
2017/3/2,18:00,0.0,0.0
2017/3/2,18:30,0.0,0.0
2017/3/2,19:00,0.0,0.0
2017/3/2,19:30,0.0,0.0
2017/3/2,20:00,0.0,0.0
2017/3/2,20:30,0.0,0.0
2017/3/2,21:00,0.0,0.0
2017/3/2,21:30,0.0,0.0
2017/3/2,22:00,0.0,0.0
2017/3/2,22:30,0.0,0.0
2017/3/2,23:00,0.0,0.0
2017/3/2,23:30,0.0,0.0
2017/3/3,0:00,0.0,0.0
2017/3/3,0:30,0.0,0.0
2017/3/3,1:00,0.0,0.0
2017/3/3,1:30,0.0,0.0
2017/3/3,2:00,0.0,0.0
2017/3/3,2:30,0.0,0.0
2017/3/3,3:00,0.0,0.0
2017/3/3,3:30,0.0,0.0
2017/3/3,4:00,0.0,0.0
2017/3/3,4:30,0.0,0.0
2017/3/3,5:00,0.0,0.0
2017/3/3,5:30,0.0,0.0
2017/3/3,6:00,0.1,0.2
2017/3/3,6:30,2.7,2.8
2017/3/3,7:00,14.9,7.7
2017/3/3,7:30,34.0,13.7
2017/3/3,8:00,48.8,24.4
2017/3/3,8:30,77.6,38.6
2017/3/3,9:00,96.0,53.5
2017/3/3,9:30,111.8,72.7
2017/3/3,10:00,124.9,84.8
2017/3/3,10:30,126.8,95.1
2017/3/3,11:00,175.8,96.5
2017/3/3,11:30,157.2,90.9
2017/3/3,12:00,159.6,88.5
2017/3/3,12:30,173.5,85.2
2017/3/3,13:00,174.1,84.3
2017/3/3,13:30,170.1,78.7
2017/3/3,14:00,158.1,67.0
2017/3/3,14:30,131.9,46.9
2017/3/3,15:00,100.1,35.7
2017/3/3,15:30,72.0,31.8
2017/3/3,16:00,33.5,20.6
2017/3/3,16:30,7.0,5.0
2017/3/3,17:00,0.0,0.0
2017/3/3,17:30,0.0,0.0
2017/3/3,18:00,0.0,0.0
2017/3/3,18:30,0.0,0.0
2017/3/3,19:00,0.0,0.0
2017/3/3,19:30,0.0,0.0
2017/3/3,20:00,0.0,0.0
2017/3/3,20:30,0.0,0.0
2017/3/3,21:00,0.0,0.0
2017/3/3,21:30,0.0,0.0
2017/3/3,22:00,0.0,0.0
2017/3/3,22:30,0.0,0.0
2017/3/3,23:00,0.0,0.0
2017/3/3,23:30,0.0,0.0
2017/3/4,0:00,0.0,0.0
2017/3/4,0:30,0.0,0.0
2017/3/4,1:00,0.0,0.0
2017/3/4,1:30,0.0,0.0
2017/3/4,2:00,0.0,0.0
2017/3/4,2:30,0.0,0.0
2017/3/4,3:00,0.0,0.0
2017/3/4,3:30,0.0,0.0
2017/3/4,4:00,0.0,0.0
2017/3/4,4:30,0.0,0.0
2017/3/4,5:00,0.0,0.0
2017/3/4,5:30,0.0,0.0
2017/3/4,6:00,1.4,2.0
2017/3/4,6:30,21.1,18.0
2017/3/4,7:00,51.8,39.1
2017/3/4,7:30,72.8,60.1
